0.000000000000000000e+00,-3.499999999999997558e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.999999999999997113e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.499999999999996669e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.999999999999996225e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.499999999999995781e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999999999953371e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.999999999999948930e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.551115123125782702e-16,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000059952e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000006439e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.500000000000006883e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000007327e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000007772e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.000000000000008216e-01,0.000000000000000000e+00
0.000000000000000000e+00,3.500000000000008660e-01,0.000000000000000000e+00
5.000000000000000278e-02,-3.499999999999997558e-01,0.000000000000000000e+00
5.000000000000000278e-02,-2.999999999999997113e-01,0.000000000000000000e+00
5.000000000000000278e-02,-2.499999999999996669e-01,0.000000000000000000e+00
5.000000000000000278e-02,-1.999999999999996225e-01,0.000000000000000000e+00
5.000000000000000278e-02,-1.499999999999995781e-01,0.000000000000000000e+00
5.000000000000000278e-02,-9.999999999999953371e-02,0.000000000000000000e+00
5.000000000000000278e-02,-4.999999999999948930e-02,0.000000000000000000e+00
5.000000000000000278e-02,5.551115123125782702e-16,0.000000000000000000e+00
5.000000000000000278e-02,5.000000000000059952e-02,0.000000000000000000e+00
5.000000000000000278e-02,1.000000000000006439e-01,0.000000000000000000e+00
5.000000000000000278e-02,1.500000000000006883e-01,0.000000000000000000e+00
5.000000000000000278e-02,2.000000000000007327e-01,0.000000000000000000e+00
5.000000000000000278e-02,2.500000000000007772e-01,0.000000000000000000e+00
5.000000000000000278e-02,3.000000000000008216e-01,0.000000000000000000e+00
5.000000000000000278e-02,3.500000000000008660e-01,0.000000000000000000e+00
1.000000000000000056e-01,-3.499999999999997558e-01,0.000000000000000000e+00
1.000000000000000056e-01,-2.999999999999997113e-01,0.000000000000000000e+00
1.000000000000000056e-01,-2.499999999999996669e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.999999999999996225e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.499999999999995781e-01,0.000000000000000000e+00
1.000000000000000056e-01,-9.999999999999953371e-02,0.000000000000000000e+00
1.000000000000000056e-01,-4.999999999999948930e-02,0.000000000000000000e+00
1.000000000000000056e-01,5.551115123125782702e-16,0.000000000000000000e+00
1.000000000000000056e-01,5.000000000000059952e-02,0.000000000000000000e+00
1.000000000000000056e-01,1.000000000000006439e-01,0.000000000000000000e+00
1.000000000000000056e-01,1.500000000000006883e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.000000000000007327e-01,0.000000000000000000e+00
1.000000000000000056e-01,2.500000000000007772e-01,0.000000000000000000e+00
1.000000000000000056e-01,3.000000000000008216e-01,0.000000000000000000e+00
1.000000000000000056e-01,3.500000000000008660e-01,0.000000000000000000e+00
1.500000000000000222e-01,-2.999999999999997113e-01,0.000000000000000000e+00
1.500000000000000222e-01,-2.499999999999996669e-01,0.000000000000000000e+00
1.500000000000000222e-01,-1.999999999999996225e-01,0.000000000000000000e+00
1.500000000000000222e-01,-1.499999999999995781e-01,0.000000000000000000e+00
1.500000000000000222e-01,-9.999999999999953371e-02,0.000000000000000000e+00
1.500000000000000222e-01,-4.999999999999948930e-02,0.000000000000000000e+00
1.500000000000000222e-01,5.551115123125782702e-16,0.000000000000000000e+00
1.500000000000000222e-01,5.000000000000059952e-02,0.000000000000000000e+00
1.500000000000000222e-01,1.000000000000006439e-01,0.000000000000000000e+00
1.500000000000000222e-01,1.500000000000006883e-01,0.000000000000000000e+00
1.500000000000000222e-01,2.000000000000007327e-01,0.000000000000000000e+00
1.500000000000000222e-01,2.500000000000007772e-01,0.000000000000000000e+00
1.500000000000000222e-01,3.000000000000008216e-01,0.000000000000000000e+00
2.000000000000000111e-01,-2.999999999999997113e-01,0.000000000000000000e+00
2.000000000000000111e-01,-2.499999999999996669e-01,0.000000000000000000e+00
2.000000000000000111e-01,-1.999999999999996225e-01,0.000000000000000000e+00
2.000000000000000111e-01,-1.499999999999995781e-01,0.000000000000000000e+00
2.000000000000000111e-01,-9.999999999999953371e-02,0.000000000000000000e+00
2.000000000000000111e-01,-4.999999999999948930e-02,0.000000000000000000e+00
2.000000000000000111e-01,5.551115123125782702e-16,0.000000000000000000e+00
2.000000000000000111e-01,5.000000000000059952e-02,0.000000000000000000e+00
2.000000000000000111e-01,1.000000000000006439e-01,0.000000000000000000e+00
2.000000000000000111e-01,1.500000000000006883e-01,0.000000000000000000e+00
2.000000000000000111e-01,2.000000000000007327e-01,0.000000000000000000e+00
2.000000000000000111e-01,2.500000000000007772e-01,0.000000000000000000e+00
2.000000000000000111e-01,3.000000000000008216e-01,0.000000000000000000e+00
2.500000000000000000e-01,-5.999999999999999778e-01,0.000000000000000000e+00
2.500000000000000000e-01,-2.499999999999996669e-01,0.000000000000000000e+00
2.500000000000000000e-01,-1.999999999999996225e-01,0.000000000000000000e+00
2.500000000000000000e-01,-1.499999999999995781e-01,0.000000000000000000e+00
